Our_ID,Native_id,gst_number,Company Name,Category(Search),Entity,Functionalities,Address,HQ_Country_City_Address,profile_url,catalog_mobile_url,Year_Of_Establishment,Ownership_Type,Employee_Size,Revenue_Range,Main_Channels,Markets_Served,Sustainability_Traceability_Notes,Certifications,Confidence_Rating,Key_Contact_Person_Designation,Key_Contact_Person,email,Production_Sites,Export_Destinations,Key_Clients,Source_URLs ,Collection_Date,Recent_News,Short_Overview,Product_Portfolio,map_url
,7180930,24AAFCV2675N1ZU,VOLKSCHEM CROP SCIENCE PVT. LTD.,Amino Acids manufacturer,Raw material,Manufacturer | Exporter | Trader | Distributor,"C/806-807, Signature 2, Sanand Cross Road, Sarkhej, Ahmedabad, Gujarat, 382210, India",,/volkschem-crop-science-pvt-ltd-7180930/,,,,100,,,,,,,Director,Mr Jagdish Khodifad,info@volkschem.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Volkschem Crop Science Pvt. Ltd.+C/806-807,+Signature+2,+Sanand+Cross+Road,+Sarkhej,+Ahmedabad+Gujarat+382210+India"
,239252,24ABSPJ8129J1Z7,REMEDY LABS,Amino Acids manufacturer,Raw material,Manufacturer | Exporter | Supplier | Distributor,"Plot No.: 260, Phase-I, GIDC, Naroda, Ahmedabad, Gujarat, 382330, India",,/remedy-labs-239252/,http://www.remedylabs.co.in/,,,,Rs 10 Crores,,,,,,,Mr Hemant Joshi,remedylabs1@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Remedy Labs+Plot+No.:+260,+Phase-I,+GIDC,+Naroda,+Ahmedabad+Gujarat+382330+India"
,6687080,24AACCL0240Q1ZK,LEXICARE PHARMA PVT. LTD.,Amino Acids manufacturer,Raw material,Manufacturer | Exporter,"Registered Office : No. U-3, Shree Gokulam Arcade, Rajpipla Road, GIDC,  Ankleshwar, Gujarat, 393002, India",,/lexicare-pharma-pvt-ltd-6687080/,http://www.lexicarepharma.com/,,,10,Rs 15 Lakhs,,,,,,Business Dev. Officer,Mr Rajesh  Mavani,info@lexicarepharma.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Lexicare Pharma Pvt. Ltd.+Registered+Office+:+No.+U-3,+Shree+Gokulam+Arcade,+Rajpipla+Road,+GIDC,+Ankleshwar+Gujarat+393002+India"
,9993219,27AAGCV9830J1ZS,VEA IMPEX (I) PRIVATE LIMITED,Amino Acids manufacturer,Raw material,Exporter | Trader | Supplier,"Unit 6, 1-C Ground Floor, S.V. Road, Dahisar East,  Mumbai, Maharashtra, 400068, India",,/vea-impex-i-private-limited-9993219/,http://www.veapharma.com/,,,15,Rs 100 Lakhs,,,,,,Partner,Mr. Manthan Rohit Shah,sales@veaimpex.co.in,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Vea Impex (I) Private Limited+Unit+6,+1-C+Ground+Floor,+S.V.+Road,+Dahisar+East,+Mumbai+Maharashtra+400068+India"
,7055143,24AAUFP5514C1ZA,PAVAN NUTRA,Amino Acids manufacturer,Raw material,Manufacturer | Exporter | Supplier | Service Provider,"98, Sanskar Industrial Estate, Near Ganesh Industrial Estate, Amroli-Sayan Road, Vill-Delad, Surat, Gujarat, 394130, India",,/pavan-nutra-7055143/,http://www.pavannutra.net/,,,15,Rs 500000 Lakhs,,,,"FSSAI, ISO 9001:2015, ISO 22000:2005",,Partner,Mr Jayesh Soni,pavannutra@rediffmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Pavan Nutra+98,+Sanskar+Industrial+Estate,+Near+Ganesh+Industrial+Estate,+Amroli-Sayan+Road,+Vill-Delad,+Surat+Gujarat+394130+India"
,10083825,27AWSPS9814L1ZF,NATIONAL ANALYTICAL CORPORATION - CHEMICAL DIVISION,Amino Acids manufacturer,Raw material,Trader | Supplier,"Kesarkunj, Rm No. 9, Vasanji Lalji Road, Kandivali (W),  Mumbai, Maharashtra, 400067, India",,/national-analytical-corporation-chemical-division-10083825/,http://www.nacchemical.com/,,,12,,,,,,,Director,Mr Nilesh Shah,nacnilesh@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=National Analytical Corporation - Chemical Division+Kesarkunj,+Rm+No.+9,+Vasanji+Lalji+Road,+Kandivali+(W),+Mumbai+Maharashtra+400067+India"
,5295715,24AADCE3706B1ZC,ESTRELLAS LIFE SCIENCES PRIVATE LIMITED,Amino Acids manufacturer,Raw material,Manufacturer | Exporter | Trader | Supplier | Distributor | Service Provider,"D-607,608,609, Swati Clover, Near Shilaj Cross Road, Ahmedabad, Gujarat, 380054, India",,/estrellas-life-sciences-private-limited-5295715/,http://www.estrellaslifesciences.net/,,,25,Rs 50 Crores,,,,,,CEO,Mr. Jay Dave,estrellaslifesciences@yahoo.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Estrellas Life Sciences Private Limited+D-607,608,609,+Swati+Clover,+Near+Shilaj+Cross+Road,+Ahmedabad+Gujarat+380054+India"
,27985788,09FKKPM7465N1Z3,PROMOIS INTERNATIONAL LT,Amino Acids manufacturer,Raw material,Manufacturer | Exporter | Trader | Distributor,"2/311, Nawab Ganj, Kanpur, Uttar Pradesh, 208002, India",,/promois-international-lt-27985788/,http://www.promoisinternational.net/,,,50,Rs 50 Lakhs,,,,,,Proprietor,Mr Shyam Narayan Mishra,sales@promoisinternationallt.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Promois International Lt+2/311,+Nawab+Ganj,+Kanpur+Uttar Pradesh+208002+India"
,34320593,09ABPFA1624A1ZT,ADELBERT VEGYSZEREK,Amino Acids manufacturer,Raw material,Manufacturer | Exporter | Trader | Distributor,"5/166, Old Kanpur,  Kanpur, Uttar Pradesh, 208002, India",,/adelbert-vegyszerek-34320593/,,,,10,Rs 50 Lakhs,,,,,,Partner,Mr Sushil Kumar,sales@adelbertvegyszerek.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Adelbert Vegyszerek+5/166,+Old+Kanpur,+Kanpur+Uttar Pradesh+208002+India"
,28230489,27AIUPK8634J1ZH,K. K. PHARMA SOLUTIONS,Amino Acids manufacturer,Raw material,Exporter | Trader | Supplier,"Shop No. 6, New Ashirwad Chc Ltd, Triptasadan, Jp Road, 31/A Shan Tawai, Andheri West, Mumbai, Maharashtra, 400058, India",,/k-k-pharma-solutions-28230489/,http://www.kkpharmasolutions.in/,,,12,Rs 10 Crores,,,,QMS/092020/12846,,Proprietor,Mr Ilyas Khan,export@kkpharmasolutions.in,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=K. K. Pharma Solutions+Shop+No.+6,+New+Ashirwad+Chc+Ltd,+Triptasadan,+Jp+Road,+31/A+Shan+Tawai,+Andheri+West,+Mumbai+Maharashtra+400058+India"
,56629299,24ABKCS1067P1ZU,SITONS PROPACK PRIVATE LIMITED,Amino Acids manufacturer,Raw material,Manufacturer | Exporter | Supplier,"D-404, Madhav Orchid Complex, Sp Ring Road, Odhav, Ahmedabad, Gujarat, 382415, India",,/sitons-propack-private-limited-56629299/,http://www.sitonspropack.in/,,,50,Rs 25 Crores,,,,,,Administration Officer ,Ms Basumati Murmu,sitonspropack@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Sitons Propack Private Limited+D-404,+Madhav+Orchid+Complex,+Sp+Ring+Road,+Odhav,+Ahmedabad+Gujarat+382415+India"
,6182001,24ACCFA8887F1Z7,AKSHAR ANALYTICAL LABORATORY & RESEARCH CENTRE,Amino Acids manufacturer,Raw material,Service Provider,"FF 23   24, Nathalal Estate, Near Canal, NH-8,Opp Baroda Express Highway, Jashoda Chokdi, Ahmedabad, Gujarat, 380026, India",,/akshar-analytical-laboratory-research-centre-6182001/,http://www.testinglab.in/,,,10,Rs 50 Lakhs,,,,,,Proprietor,Mr Yogeshbhai,aksharlab74@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Akshar Analytical Laboratory & Research Centre+FF+23+24,+Nathalal+Estate,+Near+Canal,+NH-8,Opp+Baroda+Express+Highway,+Jashoda+Chokdi,+Ahmedabad+Gujarat+380026+India"
,24753470,24ABEFP1269P1ZT,PRAMUKH LABORATORY,Amino Acids manufacturer,Raw material,Service Provider,"74, Vraj Vihar Society, Opp. Chirag Diamond, Bapunagar, Opp. Indica Laboratory,  Ahmedabad, Gujarat, 382350, India",,/pramukh-laboratory-24753470/,http://www.pramukhlaboratory.com/,,,10,Rs 50 Lakhs,,,,ISO 17025 : 2005,,Proprietor,Mr Mukesh Bhai,pramukhlab74@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Pramukh Laboratory+74,+Vraj+Vihar+Society,+Opp.+Chirag+Diamond,+Bapunagar,+Opp.+Indica+Laboratory,+Ahmedabad+Gujarat+382350+India"
,2205252,24ABMPB3030G1ZA,SCHWITZ BIOTECH,Amino Acids manufacturer,Raw material,Manufacturer | Exporter | Trader | Supplier | Distributor,"West Port, 16th Floor, beside: - Taj Skyline Hotel, Sindhu Bhavan Road, Near S.G Highway, Thaltej, Ahmedabad, Gujarat, 380059, India",,/schwitz-biotech-2205252/,http://www.schwitzbiotech.co.in/,,,80,Rs 50 Crores,,,,,,Chief Executive Officer,Mr Rakesh Bhattacharjee,schwitzbiotech.b2@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Schwitz Biotech+West+Port,+16th+Floor,+beside:+-+Taj+Skyline+Hotel,+Sindhu+Bhavan+Road,+Near+S.G+Highway,+Thaltej,+Ahmedabad+Gujarat+380059+India"
,1327395,24AAECA3633Q1ZI,AKHIL HEALTHCARE (P) LTD.,Amino Acids manufacturer,Raw material,Manufacturer | Exporter | Trader | Distributor,"205-206, B.B.C. Tower, Opposite World Trade Centre, Sayajigunj,  Vadodara, Gujarat, 390005, India",,/akhil-healthcare-p-ltd-1327395/,http://www.akhil-excipients.com/,,,15,Rs 75 Crores,,,,,,Director,Mr Manoj Shah,info@akhilhealthcare.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Akhil Healthcare (P) Ltd.+205-206,+B.B.C.+Tower,+Opposite+World+Trade+Centre,+Sayajigunj,+Vadodara+Gujarat+390005+India"
,11715987,24AAHCP8748C1ZB,PHAEDRUS LIFE SCIENCE PVT LTD,Amino Acids manufacturer,Raw material,Manufacturer | Exporter | Service Provider,"Plot No. 3012, Phase IV, G.I.D.C, Ahmedabad, Gujarat, 382445, India",,/phaedrus-life-science-pvt-ltd-11715987/,http://www.phaedruslifescience.in/,,,100,Rs 20 Crores,,,,"ISO9001:2015,FSSAI",,Director,Mr Malav Shah,malav@phaedruslifescience.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Phaedrus Life Science Pvt Ltd+Plot+No.+3012,+Phase+IV,+G.I.D.C,+Ahmedabad+Gujarat+382445+India"
,1258279,27AADCS2682N1ZU,SUBONEYO CHEMICALS PHARMACEUTICALS PRIVATE LIMITED,Amino Acids manufacturer,Raw material,Manufacturer | Exporter | Supplier,"A, 86-89, M.I.D.C., Industrial Area,  Jalgaon, Maharashtra, 425003, India",,/suboneyo-chemicals-pharmaceuticals-private-limited-1258279/,http://www.suboneyochemicals.com/,,,40,Rs 10 Million,,,,,,Director ,Mr. S. Chaudhry,india.samruddhi@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Suboneyo Chemicals Pharmaceuticals Private Limited+A,+86-89,+M.I.D.C.,+Industrial+Area,+Jalgaon+Maharashtra+425003+India"
,70325419,27AALFE8641G1Z6,EXQUISITE PHARMA LLP,Amino Acids manufacturer,Raw material,Exporter | Trader | Supplier,"3rd Floor, Unit No 313, Milan Industrial Premises Cooperative Society Ltd, Gd Ambedkar Marg, Mumbai, Maharashtra, 400033, India",,/exquisite-pharma-llp-70325419/,http://www.exquisitedrugs.com/,,,15,Rs 5 Crores,,,,,,Proprietor,Mr Ankit Sancheti,exquisitemed@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Exquisite Pharma Llp+3rd+Floor,+Unit+No+313,+Milan+Industrial+Premises+Cooperative+Society+Ltd,+Gd+Ambedkar+Marg,+Mumbai+Maharashtra+400033+India"
,3649380,07AAECC3106E1Z9,CARE FORMULATION LABS PRIVATE LIMITED,Amino Acids manufacturer,Raw material,Manufacturer | Exporter | Trader | Distributor | Service Provider,"B No. 673, Block-E -673, DSIIDC, Industrial area, Narela, Delhi, Delhi, 110040, India",,/care-formulation-labs-private-limited-3649380/,http://www.careformulationlabs.in/,,,150,,,,,,,Director,Mr Naveen Kumar  Jindal,vas.cfllabs@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Care Formulation Labs Private Limited+B+No.+673,+Block-E+-673,+DSIIDC,+Industrial+area,+Narela,+Delhi+Delhi+110040+India"
,6407997,27AAKCP0253H1ZG,P.B.P ENTERPRISES PRIVATE LIMITED,Amino Acids manufacturer,Raw material,Exporter | Trader | Supplier,"A-4, Ground Floor, Plot No 13, Shree Ram Ind Estate,GD Ambekar Marg, Wadala (West),  Mumbai, Maharashtra, 400031, India",,/p-b-p-enterprises-private-limited-6407997/,http://www.pbpenterprisespvtltd.com/,,,22,,,,,,,Marketing Manager,Mr Durvank Mohan Kamerkar,pbpenterprises@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=P.B.P Enterprises Private Limited+A-4,+Ground+Floor,+Plot+No+13,+Shree+Ram+Ind+Estate,GD+Ambekar+Marg,+Wadala+(West),+Mumbai+Maharashtra+400031+India"
,32708316,06AAACY4838P1ZP,YAXON BIOCARE PVT. LTD.,Amino Acids manufacturer,Raw material,Manufacturer | Exporter | Trader | Supplier | Distributor | Service Provider,"Plot No. 7, HSIIDC, Rai Industrial Estate, Rai, Sonipat, Haryana, 131029, India",,/yaxon-biocare-pvt-ltd-32708316/,http://www.yaxonbiocare.com/,,,250,,,,,,,Director,Mr Vipin Satija,sales@yaxonbiocare.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Yaxon Biocare Pvt. Ltd.+Plot+No.+7,+HSIIDC,+Rai+Industrial+Estate,+Rai,+Sonipat+Haryana+131029+India"
,2699325,27AAVPR1621B1ZQ,GREENCHEM BIOTECH,Amino Acids manufacturer,Raw material,Manufacturer | Exporter | Trader | Distributor | Service Provider,"Gat No - 152, At / Po - Lavale, Tal - Mulshi, Dist., Pune, Maharashtra, 412115, India",,/greenchem-biotech-2699325/,,,,10,,,,,,,Technical Head (M.Sc.Organic),Mr. Prabhakar,greenchembio@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Greenchem Biotech+Gat+No+-+152,+At+/+Po+-+Lavale,+Tal+-+Mulshi,+Dist.,+Pune+Maharashtra+412115+India"
,26210731,24AAHCT3283G2ZA,TRIANGULUM CHEMICALS PRIVATE LIMITED,Amino Acids manufacturer,Raw material,Manufacturer | Exporter | Trader,"1st, Shop U/G 14, VIP PLAZA, Bharthana, Surat, Gujarat, 395007, India",,/triangulum-chemicals-private-limited-26210731/,http://www.triangulumchemicals.in/,,,10,Rs 12 Crores,,,,,,Director,Mr AVINASH SINGH RANA,triangulumchemical@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Triangulum Chemicals Private Limited+1st,+Shop+U/G+14,+VIP+PLAZA,+Bharthana,+Surat+Gujarat+395007+India"
,34729893,24CAEPP7531B2ZZ,RX PHARMACHEM,Amino Acids manufacturer,Raw material,Manufacturer | Exporter | Trader | Supplier | Distributor | Service Provider,"27, Shyam 3 Industrial Hub, Nr.Ankur Oil Mill, Changodar, Ahmedabad, Gujarat, 382213, India",,/rx-pharmachem-34729893/,http://www.rxpharmachem.com/,,,10,Rs 1 Crores,,,,,,Proprietor,Mr. Nirmal Patel,rxpharmachem@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Rx Pharmachem+27,+Shyam+3+Industrial+Hub,+Nr.Ankur+Oil+Mill,+Changodar,+Ahmedabad+Gujarat+382213+India"
,7407592,24AMXPM8227E1ZO,AKSHAR PHARMA,Amino Acids manufacturer,Raw material,Manufacturer | Exporter | Trader | Supplier | Distributor | Service Provider,"S. No. - 433/2, Plot No - 297, Ground Floor, Katargam, Surat, Gujarat, 395003, India",,/akshar-pharma-7407592/,https://akshar-pharma.tradeindia.com/,,,25,Rs 80 Lakhs,,,,,,Director,Mr Akshar Pharma,aksharpharmaceuticals@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Akshar Pharma+S.+No.+-+433/2,+Plot+No+-+297,+Ground+Floor,+Katargam,+Surat+Gujarat+395003+India"
,349598,27AAFFO3870M1ZS,Oxford Lab Fine Chem LLP,Amino Acids manufacturer,Raw material,Manufacturer | Exporter | Supplier,"Unit No. 12, 1st Floor, Neminath industrial Estate No. 6, Navghar, Vasai East, Palghar Vasai, Maharashtra, 410210, India",,/oxford-lab-fine-chem-llp-349598/,http://www.oxfordlabfine.com/,,,50,,,,,"ISO 9001:2015, GMP, CE",,Director,Mr Anand Shah,sales2@oxfordlabchem.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Oxford Lab Fine Chem Llp+Unit+No.+12,+1st+Floor,+Neminath+industrial+Estate+No.+6,+Navghar,+Vasai+East,+Palghar+Vasai+Maharashtra+410210+India"
,7872743,24ABSFS0559B1Z6,SHIVAM AGRO INDUSTRIES,Amino Acids manufacturer,Raw material,Manufacturer | Exporter | Trader,"Plot. No. 134, 135, 136, 146,147, Ranasan G.I.D.C., Ta. Vijapur,  Mehsana, Gujarat, 382870, India",,/shivam-agro-industries-7872743/,https://copperedta.tradeindia.com/,,,8,Rs 7 Crores,,,,,,Partner,Mr. Anil Patel,shivam_132000@yahoo.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Shivam Agro Industries+Plot.+No.+134,+135,+136,+146,147,+Ranasan+G.I.D.C.,+Ta.+Vijapur,+Mehsana+Gujarat+382870+India"
,350351,36AAXCA5814C1ZK,AGRI LIFE(INDIA) PRIVATE LIMITED,Amino Acids manufacturer,Raw material,Manufacturer | Exporter,"Plot No.154/A5-1, Jinnaram Mand, Bolaram Industrial Area, Hyderabad, Telangana, 502325, India",,/agri-life-india-private-limited-350351/,http://www.agrilife.org.in/,,,60,Rs 10 Crores,,,,,,Managing Director,Mr Dr. Venkatesh Devanur,contact@agrilife.in,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Agri Life(India) Private Limited+Plot+No.154/A5-1,+Jinnaram+Mand,+Bolaram+Industrial+Area,+Hyderabad+Telangana+502325+India"
,1386781,27ACKPV7598L1ZC,AQUATIC CHEMICALS,Amino Acids manufacturer,Raw material,Manufacturer | Exporter | Supplier,"202, Kuntal, Mody Estate, Near Pipeline, LBS Marg-Ghatkopar(W),  Mumbai, Maharashtra, 400086, India",,/aquatic-chemicals-1386781/,http://www.aquaticchemicals.com/,,,25,,,,,,,Proprietor,Mr. Vinay M. Vaghani,vinay.aquatic@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Aquatic Chemicals+202,+Kuntal,+Mody+Estate,+Near+Pipeline,+LBS+Marg-Ghatkopar(W),+Mumbai+Maharashtra+400086+India"
,2886540,27AJMPB0208L1ZE,Yesraj Enterprises,Amino Acids manufacturer,Raw material,Manufacturer | Exporter | Trader,"Market Yard, Pune, Maharashtra, 411037, India",,/yesraj-enterprises-2886540/,http://www.yesrajagroexports.com/,,,9,Rs 10 Crores,,,,,,Director,Mr Raj Bhagat,gm2gnfoodbar@gmail.com,,,,https://www.tradeindia.com/,19-11-2025,,,,"https://maps.google.com/?q=Yesraj Enterprises+Market+Yard,+Pune+Maharashtra+411037+India"
